,DATE,Scheduled Generation,Gross Gen.,Net Variation,Total Energy Export,Total Energy Import,Net Generation,Aux. Consumption and losses,Aux. Consumption and losses percentage,Commulative Gross Gen.,Load max.,Load min.,Load avg.,Discharge max.,Discharge min.,Discharge avg.,Reserv lvl(M) max.,Reserv lvl(M) min.,Reserv lvl(M) avg.,Reserv lvl(E) max.,Reserv lvl(E) min.,Reserv lvl(E) avg.,MonthYear
123,2021-06-30,2381850.0,2549435.0,7.04,2562953.0,42605.0,2520348.0,29087.0,1.14,62479791.0,110.0,80.0,106.2264583,48.13,31.15,39.64,1752.0,1751.5,1751.75,1752.0,1751.55,1751.775,2021-06
124,2021-07-01,2477900.0,2602863.0,5.04,2605962.0,33910.0,2572052.0,30811.0,1.18,2602863.0,110.0,95.0,108.452625,53.36,31.66,42.51,1752.0,1751.8,1751.9,1752.0,1751.9,1751.95,2021-07
125,2021-07-02,2573807.0,2634820.0,2.37,2665761.0,62384.0,2603377.0,31443.0,1.19,5237683.0,110.0,110.0,109.7841667,45.15,32.7,38.925,1752.0,1752.0,1752,1752.0,1751.3,1751.65,2021-07
126,2021-07-03,2600000.0,2548633.0,-1.98,2586514.0,69106.0,2517408.0,31225.0,1.23,7786316.0,110.0,95.0,106.1930417,38.22,29.67,33.945,1752.0,1749.35,1750.675,1750.5,1746.25,1748.375,2021-07
127,2021-07-04,2300000.0,2402913.0,4.47,2427911.0,55054.0,2372857.0,30056.0,1.25,10189229.0,110.0,80.0,100.121375,38.85,27.45,33.15,1752.0,1751.1,1751.55,1752.0,1751.15,1751.575,2021-07
128,2021-07-05,2490000.0,2553646.0,2.56,2589786.0,66694.0,2523092.0,30554.0,1.2,12742875.0,110.0,95.0,106.4019167,41.6,28.75,35.175,1752.0,1751.3,1751.65,1752.0,1750.5,1751.25,2021-07
129,2021-07-06,2511500.0,2585017.0,2.93,2607449.0,53212.0,2554237.0,30780.0,1.19,15327892.0,110.0,100.0,107.7090417,44.44,29.67,37.055,1752.0,1751.0,1751.5,1752.0,1750.1,1751.05,2021-07
130,2021-07-07,2536150.0,2609002.0,2.87,2631527.0,53858.0,2577669.0,31333.0,1.2,17936894.0,110.0,105.0,108.7084167,45.88,32.17,39.025,1752.0,1751.1,1751.55,1752.0,1750.4,1751.2,2021-07
131,2021-07-08,2567750.0,2618868.0,1.99,2641165.0,53276.0,2587889.0,30979.0,1.18,20555762.0,110.0,105.0,109.12,45.88,31.15,38.515,1752.0,1751.8,1751.9,1752.0,1750.7,1751.35,2021-07
132,2021-07-09,2560400.0,2634313.0,2.89,2656841.0,53833.0,2603008.0,31305.0,1.19,23190075.0,110.0,110.0,109.76,48.88,31.66,40.27,1752.0,1751.7,1751.85,1752.0,1751.0,1751.5,2021-07
133,2021-07-10,2531000.0,2627930.0,3.83,2652688.0,55909.0,2596779.0,31151.0,1.19,25818005.0,110.0,105.0,109.5,48.13,31.66,39.895,1752.0,1751.9,1751.95,1752.0,1751.65,1751.825,2021-07
134,2021-07-11,2517000.0,2633564.0,4.63,2657465.0,58076.0,2599389.0,34175.0,1.3,28451569.0,110.0,100.0,109.7318333,51.12,33.77,42.445,1752.0,1752.0,1752,1752.0,1752.0,1752.0,2021-07
135,2021-07-12,2556400.0,2633996.0,3.04,2603510.0,2318.0,2601192.0,32804.0,1.25,31085565.0,110.0,102.0,109.7498333,62.6,41.6,52.1,1752.0,1752.0,1752,1752.0,1751.0,1751.5,2021-07
136,2021-07-13,2570200.0,2634136.0,2.49,2601347.0,54251.495169082125,2601347.0,32789.0,1.24,33719701.0,110.0,103.0,109.7556667,70.07,37.62,53.845,1752.0,1751.1,1751.55,1752.0,1750.0,1751.0,2021-07
137,2021-07-14,2625000.0,2633763.0,0.33,2602840.0,54251.495169082125,2602840.0,30923.0,1.17,36353464.0,110.0,100.0,109.740125,58.34,38.85,48.595,1752.0,1750.0,1751,1752.0,1752.0,1752.0,2021-07
138,2021-07-15,2625000.0,2633862.0,0.34,2601340.0,54251.495169082125,2601340.0,32522.0,1.23,38987326.0,110.0,100.0,109.74425,50.3,38.85,44.575,1752.0,1751.0,1751.5,1752.0,1752.0,1752.0,2021-07
139,2021-07-16,2625000.0,2633787.0,0.33,2607553.0,54251.495169082125,2607553.0,26234.0,1.0,41621113.0,110.0,110.0,109.741125,52.69,33.77,43.23,1752.0,1752.0,1752,1752.0,1752.0,1752.0,2021-07
140,2021-07-17,2625000.0,2634194.0,0.35,2594897.0,22.0,2594875.0,39319.0,1.49,44255307.0,110.0,110.0,109.7580833,55.04,34.27,44.655,1752.0,1752.0,1752,1752.0,1751.2,1751.6,2021-07
141,2021-07-18,2625000.0,2635458.0,0.4,2599116.0,54251.495169082125,2599116.0,36342.0,1.38,46890765.0,110.0,110.0,109.81075,53.36,36.61,44.985,1752.0,1751.1,1751.55,1752.0,1751.5,1751.75,2021-07
142,2021-07-19,2625000.0,2632825.0,0.3,2601169.0,54251.495169082125,2601169.0,31656.0,1.2,49523590.0,110.0,110.0,109.7010417,65.3,45.15,55.225,1751.5,1750.4,1750.95,1750.8,1750.1,1750.45,2021-07
143,2021-07-20,2625000.0,2633948.0,0.34,2598510.0,54251.495169082125,2598510.0,35438.0,1.35,52157538.0,110.0,110.0,109.7478333,51.12,38.22,44.67,1752.0,1750.7,1751.35,1752.0,1752.0,1752.0,2021-07
144,2021-07-21,2625000.0,2634004.0,0.34,2601010.0,54251.495169082125,2601010.0,32994.0,1.25,54791542.0,110.0,110.0,109.7501667,51.12,36.61,43.865,1752.0,1752.0,1752,1752.0,1751.0,1751.5,2021-07
145,2021-07-22,2625000.0,2634031.0,0.34,2600993.0,54251.495169082125,2600993.0,33038.0,1.25,57425573.0,110.0,110.0,109.7512917,67.1,43.76,55.43,1752.0,1750.7,1751.35,1752.0,1750.5,1751.25,2021-07
146,2021-07-23,2625000.0,2633940.0,0.34,2602371.0,54251.495169082125,2602371.0,31569.0,1.2,60059513.0,110.0,110.0,109.7475,55.04,42.34,48.69,1751.3,1750.5,1750.9,1752.0,1751.0,1751.5,2021-07
147,2021-07-24,2625000.0,2521396.0,-3.95,2492185.0,54251.495169082125,2492185.0,29211.0,1.16,62580909.0,110.0,68.0,105.0581667,48.13,42.34,45.235,1751.5,1751.1,1751.3,1752.0,1751.6,1751.8,2021-07
148,2021-07-25,2625000.0,2634036.0,0.34,2602577.0,54251.495169082125,2602577.0,31459.0,1.19,65214945.0,110.0,110.0,109.7515,55.04,37.01,46.025,1751.8,1751.5,1751.65,1752.0,1751.0,1751.5,2021-07
149,2021-07-26,2625000.0,2633854.0,0.34,2603013.0,54251.495169082125,2603013.0,30841.0,1.17,67848799.0,110.0,110.0,109.7439167,59.02,40.87,49.945,1752.0,1751.0,1751.5,1752.0,1751.0,1751.5,2021-07
150,2021-07-27,2625000.0,2634095.0,0.35,2600748.0,54251.495169082125,2600748.0,33347.0,1.27,70482894.0,110.0,110.0,109.7539583,67.1,45.88,56.49,1751.5,1751.0,1751.25,1751.7,1750.3,1751.0,2021-07
151,2021-07-28,2625000.0,1921170.0,-26.81,2115439.0,215001.0,1900438.0,20732.0,1.08,72404064.0,110.0,48.0,80.04875,101.04,59.85,80.445,1750.5,1746.0,1748.25,1750.2,1748.8,1749.5,2021-07
152,2021-07-29,2317825.0,2634127.0,13.65,2599048.0,54251.495169082125,2599048.0,35079.0,1.33,75038191.0,110.0,110.0,109.7552917,67.1,46.66,56.88,1750.5,1750.0,1750.25,1751.5,1750.4,1750.95,2021-07
153,2021-07-30,2465300.0,2634092.0,6.85,2602198.0,54251.495169082125,2602198.0,31894.0,1.21,77672283.0,110.0,110.0,109.7538333,62.6,43.76,53.18,1751.4,1750.9,1751.15,1751.5,1750.5,1751.0,2021-07
154,2021-07-31,2487650.0,2625523.0,5.54,2594715.0,54251.495169082125,2594715.0,30808.0,1.17,80297806.0,110.0,110.0,109.3967917,78.34,55.95,67.145,1750.5,1750.0,1750.25,1750.0,1750.0,1750.0,2021-07
155,2021-08-01,2498050.0,2633118.0,5.41,2602243.0,54251.495169082125,2602243.0,30875.0,1.17,2633118.0,110.0,110.0,109.71325,63.5,45.88,54.69,1750.3,1750.0,1750.15,1750.5,1750.0,1750.25,2021-08
156,2021-08-02,2520400.0,1961380.0,-22.18,2059585.0,122131.0,1937454.0,23926.0,1.22,4594498.0,110.0,110.0,81.72416667,55.95,40.17,48.06,1751.2,1750.0,1750.6,1751.3,1749.0,1750.15,2021-08
157,2021-08-03,2547000.0,2633940.0,3.41,2603727.0,54251.495169082125,2603727.0,30213.0,1.15,7228438.0,110.0,110.0,109.7475,70.07,38.85,54.46,1751.0,1750.5,1750.75,1751.9,1750.0,1750.95,2021-08
158,2021-08-04,2455325.0,2633881.0,7.27,2600872.0,54251.495169082125,2600872.0,33009.0,1.25,9862319.0,110.0,110.0,109.7450417,54.17,40.17,47.17,1751.2,1750.0,1750.6,1751.2,1750.0,1750.6,2021-08
159,2021-08-05,2455325.0,2634849.0,7.31,2602842.0,54251.495169082125,2602842.0,32007.0,1.21,12497168.0,110.0,110.0,109.785375,53.36,37.01,45.185,1751.4,1750.0,1750.7,1751.5,1750.2,1750.85,2021-08
160,2021-08-06,2460000.0,2634052.0,7.08,2622707.0,21221.0,2601486.0,32566.0,1.24,15131220.0,110.0,110.0,109.7521667,46.66,37.62,42.14,1751.2,1750.2,1750.7,1751.6,1751.3,1751.45,2021-08
161,2021-08-07,2460000.0,2633916.0,7.07,2602095.0,360.0,2601735.0,32181.0,1.22,17765136.0,110.0,110.0,109.7465,46.66,34.82,40.74,1751.6,1751.5,1751.55,1751.9,1751.5,1751.7,2021-08
162,2021-08-08,2524000.0,2633887.0,4.35,2626426.0,25404.0,2601022.0,32865.0,1.25,20399023.0,110.0,110.0,109.75,49.51,37.01,43.26,1751.8,1751.8,1751.8,1751.9,1751.8,1751.85,2021-08
163,2021-08-09,2600000.0,2634104.0,1.31,2617762.0,17031.0,2600731.0,33373.0,1.27,23033127.0,110.0,110.0,109.75,49.51,40.17,44.84,1751.8,1751.5,1751.65,1751.7,1751.5,1751.6,2021-08
164,2021-08-10,2625000.0,2628319.0,0.13,2612615.0,16227.0,2596388.0,31931.0,1.21,25661446.0,110.0,110.0,109.51,45.88,34.27,40.075,1751.8,1751.5,1751.65,1751.9,1751.5,1751.7,2021-08
165,2021-08-11,2625000.0,2633984.0,0.34,2636178.0,33886.0,2602292.0,31692.0,1.2,28295430.0,110.0,110.0,109.7493333,46.44,33.77,40.105,1751.7,1751.4,1751.55,1751.9,1751.3,1751.6,2021-08
166,2021-08-12,2625000.0,2633917.0,0.34,2637412.0,35079.0,2602333.0,31584.0,1.2,30929347.0,110.0,110.0,109.7465417,45.88,31.66,38.77,1751.8,1751.25,1751.525,1751.9,1751.0,1751.45,2021-08
167,2021-08-13,2625000.0,2634254.0,0.35,2633982.0,32111.0,2601871.0,32383.0,1.23,33563601.0,110.0,110.0,109.7605833,45.88,31.66,38.77,1751.7,1751.2,1751.45,1751.9,1751.0,1751.45,2021-08
168,2021-08-14,2600000.0,2633610.0,1.29,2624603.0,22340.0,2602263.0,31347.0,1.19,36197211.0,110.0,110.0,109.73375,46.66,33.25,39.955,1751.8,1751.6,1751.7,1751.8,1751.5,1751.65,2021-08
169,2021-08-15,2580000.0,2634390.0,2.11,2619217.0,17050.0,2602167.0,32223.0,1.22,38831601.0,110.0,110.0,109.76625,44.44,30.68,37.56,1751.6,1750.1,1750.85,1751.95,1748.7,1750.325,2021-08
170,2021-08-16,2580000.0,2412786.0,-6.48,2399861.0,16521.0,2383340.0,29446.0,1.22,41244387.0,110.0,12.5,100.53275,38.85,27.88,33.365,1751.9,1746.1,1749,1751.15,1748.5,1749.825,2021-08
171,2021-08-17,2400000.0,2346898.0,-2.21,2325891.0,5958.0,2319933.0,26965.0,1.15,43591285.0,110.0,12.5,97.78741667,37.01,26.17,31.59,1751.0,1748.0,1749.5,1751.6,1747.7,1749.65,2021-08
172,2021-08-18,2225000.0,2320026.0,4.27,2293677.0,3336.0,2290341.0,29685.0,1.28,45911311.0,110.0,40.0,96.66775,38.85,25.39,32.12,1752.0,1751.7,1751.85,1752.0,1751.0,1751.5,2021-08
173,2021-08-19,2190750.0,2431249.0,10.98,2432773.0,30311.0,2402462.0,28787.0,1.18,48342560.0,110.0,85.0,101.3020417,42.34,25.39,33.865,1752.0,1751.7,1751.85,1752.0,1751.6,1751.8,2021-08
174,2021-08-20,2440150.0,2593680.0,6.29,2598285.0,38416.0,2559869.0,33811.0,1.3,50936240.0,110.0,75.0,108.07,49.51,30.2,39.855,1752.0,1751.5,1751.75,1751.6,1751.0,1751.3,2021-08
175,2021-08-21,2440000.0,2468745.0,1.18,2474293.0,36117.0,2438176.0,30569.0,1.24,53404985.0,110.0,75.0,102.864375,45.15,30.2,37.675,1752.0,1751.5,1751.75,1752.0,1751.5,1751.75,2021-08
176,2021-08-22,2433675.0,2632718.0,8.18,2618658.0,19818.0,2598840.0,33878.0,1.29,56037703.0,110.0,110.0,109.6965833,48.88,34.27,41.575,1752.0,1751.8,1751.9,1752.0,1752.0,1752.0,2021-08
177,2021-08-23,2442400.0,2571781.0,5.3,2579989.0,41846.0,2538143.0,33638.0,1.31,58609484.0,110.0,100.0,107.1575417,47.33,29.21,38.27,1752.0,1751.45,1751.725,1752.0,1750.9,1751.45,2021-08
178,2021-08-24,2434175.0,2513462.0,3.26,2522930.0,38647.0,2484283.0,29179.0,1.16,61122946.0,110.0,90.0,104.7275833,45.88,26.17,36.025,1752.0,1750.5,1751.25,1752.0,1750.5,1751.25,2021-08
179,2021-08-25,2419150.0,2538851.0,4.95,2538364.0,30382.0,2507982.0,30869.0,1.22,63661797.0,110.0,90.0,105.7854583,50.3,28.34,39.32,1752.0,1750.7,1751.35,1752.0,1750.6,1751.3,2021-08
180,2021-08-26,2440650.0,2583233.0,5.84,2599954.0,43924.0,2556030.0,27203.0,1.05,66245030.0,110.0,100.0,107.6347083,48.88,30.2,39.54,1752.0,1750.8,1751.4,1752.0,1750.6,1751.3,2021-08
181,2021-08-27,2450400.0,2551061.0,4.52,2544137.0,24290.0,2519847.0,31214.0,1.22,68796091.0,110.0,98.0,106.2942083,43.01,28.75,35.88,1752.0,1750.8,1751.4,1752.0,1750.7,1751.35,2021-08
182,2021-08-28,2435750.0,2489766.0,2.22,2490860.0,31033.0,2459827.0,29939.0,1.2,71285857.0,110.0,94.0,103.74025,40.87,27.45,34.16,1752.0,1751.1,1751.55,1752.0,1750.9,1751.45,2021-08
183,2021-08-29,2330000.0,2368132.0,1.64,2381031.0,42222.0,2338809.0,29323.0,1.24,73653989.0,110.0,85.0,98.67216667,38.85,25.77,32.31,1751.9,1750.4,1751.15,1752.0,1750.2,1751.1,2021-08
184,2021-08-30,2300000.0,2231059.0,-3.0,2269922.0,68541.0,2201381.0,29678.0,1.33,75885048.0,110.0,40.0,92.96079167,35.38,23.06,29.22,1751.4,1748.8,1750.1,1750.8,1747.9,1749.35,2021-08
185,2021-08-31,1230000.0,1132478.0,-7.93,1174377.0,53467.0,1120910.0,11568.0,1.02,77017526.0,110.0,50.0,47.18658333,35.38,24.14,29.76,1749.3,1742.0,1745.65,1752.0,1743.5,1747.75,2021-08
186,2021-09-01,2036430.0,2095500.0,2.9,2143835.0,77272.0,2066563.0,28937.0,1.38,2095500.0,110.0,65.0,87.3125,30.68,24.95,27.815,1751.4,1750.15,1750.775,1751.9,1747.9,1749.9,2021-09
187,2021-09-02,1938750.0,1961460.0,1.17,1995514.0,59571.0,1935943.0,25517.0,1.3,4056960.0,110.0,65.0,81.7275,31.15,21.99,26.57,1750.0,1748.3,1749.15,1752.0,1748.9,1750.45,2021-09
188,2021-09-03,1981380.0,2236572.0,12.88,2266664.0,59072.0,2207592.0,28980.0,1.3,6293532.0,110.0,70.0,93.1905,37.62,23.06,30.34,1752.0,1749.6,1750.8,1752.0,1751.8,1751.9,2021-09
189,2021-09-04,2060550.0,2239079.0,8.66,2256851.0,46562.0,2210289.0,28790.0,1.29,8532611.0,110.0,65.0,93.29495833,32.7,23.42,28.06,1751.9,1750.2,1751.05,1752.0,1750.8,1751.4,2021-09
190,2021-09-05,1941825.0,2019276.0,3.99,2046805.0,50576.0,1996229.0,23047.0,1.14,10551887.0,110.0,65.0,84.1365,33.25,22.37,27.81,1750.5,1749.2,1749.85,1752.0,1750.35,1751.175,2021-09
191,2021-09-06,1922950.0,2039458.0,6.06,2076009.0,66384.0,2009625.0,29833.0,1.46,12591345.0,110.0,55.0,84.97741667,33.25,21.69,27.47,1751.3,1750.8,1751.05,1752.0,1751.1,1751.55,2021-09
192,2021-09-07,1907750.0,2018459.0,5.8,2093038.0,99881.0,1993157.0,25302.0,1.25,14609804.0,110.0,65.0,84.10245833,31.66,21.99,26.825,1751.0,1750.4,1750.7,1752.0,1750.5,1751.25,2021-09
193,2021-09-08,2196200.0,2541637.0,15.73,2624092.0,112371.0,2511721.0,29916.0,1.18,17151441.0,110.0,85.0,105.9,38.85,27.88,33.365,1752.0,1751.15,1751.575,1752.0,1751.9,1751.95,2021-09
194,2021-09-09,2317700.0,2585749.0,11.57,2677649.0,123942.0,2553707.0,32042.0,1.24,19737190.0,110.0,65.0,107.74,39.51,31.66,35.585,1752.0,1751.45,1751.725,1752.0,1751.7,1751.85,2021-09
195,2021-09-10,2340800.0,2624001.0,12.1,2681368.0,89021.0,2592347.0,31654.0,1.21,22361191.0,110.0,70.0,109.33,38.22,33.25,35.735,1752.0,1751.8,1751.9,1752.0,1752.0,1752.0,2021-09
196,2021-09-11,2315875.0,2629589.0,13.55,2684287.0,88883.0,2595404.0,34185.0,1.3,24990780.0,110.0,70.0,109.5662083,52.69,36.61,44.65,1752.0,1751.6,1751.8,1752.0,1751.8,1751.9,2021-09
197,2021-09-12,2396625.0,2628424.0,9.67,2653521.0,59211.0,2594310.0,34114.0,1.3,27619204.0,110.0,70.0,109.5176667,54.17,36.61,45.39,1752.0,1751.8,1751.9,1751.9,1751.4,1751.65,2021-09
198,2021-09-13,2420600.0,2603131.0,7.54,2596339.0,26029.0,2570310.0,32821.0,1.26,30222335.0,110.0,80.0,108.4637917,48.13,43.01,45.57,1752.0,1751.5,1751.75,1752.0,1751.8,1751.9,2021-09
199,2021-09-14,2445950.0,2631274.0,7.58,2674389.0,74658.0,2599731.0,31543.0,1.2,32853609.0,110.0,80.0,109.6364167,41.6,33.77,37.685,1752.0,1751.9,1751.95,1752.0,1751.75,1751.875,2021-09
200,2021-09-15,2445500.0,2595146.0,6.12,2656875.0,93154.0,2563721.0,31425.0,1.21,35448755.0,110.0,103.0,108.1310833,40.17,32.17,36.17,1752.0,1751.8,1751.9,1752.0,1751.7,1751.85,2021-09
201,2021-09-16,2367900.0,2399008.0,1.31,2433399.0,63734.0,2369665.0,29343.0,1.22,37847763.0,110.0,87.0,99.95866667,33.77,27.88,30.825,1751.9,1751.0,1751.45,1751.8,1751.0,1751.4,2021-09
202,2021-09-17,2210500.0,2237642.0,1.23,2291922.0,82572.0,2209350.0,28292.0,1.26,40085405.0,110.0,80.0,93.23508333,31.66,26.58,29.12,1752.0,1751.6,1751.8,1751.9,1749.1,1750.5,2021-09
203,2021-09-18,2050000.0,2054812.0,0.23,2145894.0,116651.0,2029243.0,25569.0,1.24,42140217.0,110.0,75.0,85.61716667,33.25,24.57,28.91,1750.05,1749.1,1749.575,1750.9,1750.1,1750.5,2021-09
204,2021-09-19,1923175.0,2058169.0,7.02,2150212.0,118995.0,2031217.0,26952.0,1.31,44198386.0,110.0,66.0,85.75704167,31.15,23.78,27.465,1752.0,1750.8,1751.4,1752.0,1751.3,1751.65,2021-09
205,2021-09-20,1941600.0,2013863.0,3.72,2111824.0,124020.0,1987804.0,26059.0,1.29,46212249.0,110.0,66.0,83.91095833,30.68,23.78,27.23,1751.4,1750.8,1751.1,1752.0,1750.8,1751.4,2021-09
206,2021-09-21,2001375.0,2075395.0,3.7,2157721.0,108787.0,2048934.0,26461.0,1.27,48287644.0,110.0,65.0,86.47479167,29.67,24.95,27.31,1751.8,1751.1,1751.45,1752.0,1749.5,1750.75,2021-09
207,2021-09-22,1895000.0,1900227.0,0.28,1998136.0,123999.0,1874137.0,26090.0,1.37,50187871.0,110.0,65.0,79.176125,26.17,21.99,24.08,1749.65,1748.7,1749.175,1751.1,1746.2,1748.65,2021-09
208,2021-09-23,1790000.0,2011088.0,12.35,2084274.0,102233.0,1982041.0,29047.0,1.44,52198959.0,110.0,60.0,83.79533333,41.6,21.99,31.795,1752.0,1746.8,1749.4,1752.0,1751.8,1751.9,2021-09
209,2021-09-24,1926750.0,2097458.0,8.86,2175545.0,112238.0,2063307.0,34151.0,1.63,54296417.0,110.0,60.0,87.39408333,30.2,24.14,27.17,1751.35,1749.9,1750.625,1752.0,1749.2,1750.6,2021-09
210,2021-09-25,1837625.0,1848000.0,0.56,1928646.0,112785.0,1815861.0,32139.0,1.74,56144417.0,110.0,60.0,77,25.77,23.42,24.595,1751.4,1749.5,1750.45,1751.95,1746.2,1749.075,2021-09
211,2021-09-26,1710000.0,1671623.0,-2.24,1785786.0,145123.0,1640663.0,30960.0,1.85,57816040.0,110.0,60.0,69.65095833,22.73,21.69,22.21,1751.9,1746.7,1749.3,1750.4,1745.1,1747.75,2021-09
212,2021-09-27,1695000.0,1634330.0,-4.43,1740326.0,139218.0,1601108.0,33222.0,2.03,59450370.0,110.0,55.0,68.09708333,22.6,20.25,21.425,1747.7,1745.4,1746.55,1748.6,1744.3,1746.45,2021-09
213,2021-09-28,1450000.0,1552799.0,7.09,1629016.0,100284.0,1528732.0,24067.0,1.55,61003169.0,110.0,30.0,64.69995833,24.14,19.13,21.635,1752.0,1746.5,1749.25,1752.0,1746.6,1749.3,2021-09
214,2021-09-29,1435000.0,1499016.0,4.46,1561161.0,86196.0,1474965.0,24051.0,1.6,62502185.0,110.0,30.0,62.459,20.25,18.84,19.545,1752.0,1747.4,1749.7,1752.0,1748.3,1750.15,2021-09
215,2021-09-30,1469200.0,1532155.0,4.28,1585116.0,74685.0,1510431.0,21724.0,1.42,64034340.0,110.0,30.0,63.83979167,22.37,18.15,20.26,1751.9,1749.5,1750.7,1752.0,1749.6,1750.8,2021-09
216,2021-10-01,1461350.0,1596311.0,9.24,1649407.0,76578.0,1572829.0,23482.0,1.47,1596311.0,100.0,30.0,66.51295833,21.99,18.84,20.415,1752.0,1750.9,1751.45,1752.0,1749.6,1750.8,2021-10
217,2021-10-02,1481775.0,1496238.0,0.98,1562469.0,85810.0,1476659.0,19579.0,1.31,3092549.0,100.0,30.0,62.34325,21.37,18.5,19.935,1752.0,1750.8,1751.4,1752.0,1745.6,1748.8,2021-10
218,2021-10-03,1390000.0,1405820.0,1.14,1478675.0,93384.0,1385291.0,20529.0,1.46,4498369.0,100.0,30.0,58.57583333,21.99,17.52,19.755,1751.85,1746.5,1749.175,1752.0,1745.4,1748.7,2021-10
219,2021-10-04,1256350.0,1315594.0,4.72,1405215.0,107131.0,1298084.0,17510.0,1.33,5813963.0,100.0,20.0,54.81641667,18.5,17.13,17.815,1750.5,1745.8,1748.15,1752.0,1744.5,1748.25,2021-10
220,2021-10-05,1238650.0,1228987.0,-0.78,1327343.0,114228.0,1213115.0,15872.0,1.29,7042950.0,100.0,20.0,51.20779167,17.13,16.07,16.6,1747.9,1744.8,1746.35,1751.25,1742.0,1746.625,2021-10
221,2021-10-06,1135000.0,1146773.0,1.04,1272532.0,141739.0,1130793.0,15980.0,1.39,8189723.0,100.0,12.5,47.78220833,16.74,15.72,16.23,1748.5,1744.0,1746.25,1751.5,1743.8,1747.65,2021-10
222,2021-10-07,1051500.0,1099270.0,4.54,1195833.0,110838.0,1084995.0,14275.0,1.3,9288993.0,100.0,18.0,45.80291667,17.52,15.03,16.275,1750.4,1744.5,1747.45,1752.0,1747.3,1749.65,2021-10
223,2021-10-08,1129550.0,1211516.0,7.26,1322160.0,125843.0,1196317.0,15199.0,1.25,10500509.0,100.0,15.0,50.48,17.52,15.03,16.275,1752.0,1748.6,1750.3,1752.0,1747.2,1749.6,2021-10
224,2021-10-09,1135500.0,1169161.0,2.96,1301596.0,146599.0,1154997.0,14164.0,1.21,11669670.0,100.0,15.0,48.72,17.52,14.42,15.97,1752.0,1748.5,1750.25,1752.0,1746.8,1749.4,2021-10
225,2021-10-10,1055900.0,1119940.0,6.06,1239358.0,133502.0,1105856.0,14084.0,1.26,12789610.0,100.0,15.0,46.66,16.74,14.42,15.58,1750.5,1747.7,1749.1,1752.0,1746.6,1749.3,2021-10
226,2021-10-11,1042500.0,1099582.0,5.48,1223035.0,137352.0,1085683.0,13899.0,1.26,13889192.0,100.0,15.0,45.81591667,15.42,14.42,14.92,1750.2,1748.0,1749.1,1752.0,1747.8,1749.9,2021-10
227,2021-10-12,1113200.0,1122050.0,0.8,1241542.0,133291.0,1108251.0,13799.0,1.23,15011242.0,100.0,15.0,46.75208333,15.03,14.08,14.555,1751.7,1747.9,1749.8,1751.9,1744.3,1748.1,2021-10
228,2021-10-13,999050.0,1007630.0,0.86,1141808.0,147289.0,994519.0,13111.0,1.3,16018872.0,100.0,17.0,41.98458333,15.42,13.75,14.585,1750.2,1744.8,1747.5,1752.0,1744.0,1748.0,2021-10
229,2021-10-14,950000.0,960720.0,1.13,1112267.0,163431.0,948836.0,11884.0,1.24,16979592.0,100.0,12.5,40.03,15.72,13.75,14.735,1748.5,1743.5,1746,1751.9,1744.3,1748.1,2021-10
230,2021-10-15,935000.0,955198.0,2.16,1127965.0,184206.0,943759.0,11439.0,1.2,17934790.0,100.0,35.0,39.79991667,15.03,13.11,14.07,1749.3,1743.7,1746.5,1752.0,1745.5,1748.75,2021-10
231,2021-10-16,935000.0,998970.0,6.84,1123734.0,136804.0,986930.0,12040.0,1.21,18933760.0,100.0,30.0,41.62375,14.75,13.75,14.25,1750.5,1745.6,1748.05,1752.0,1745.3,1748.65,2021-10
232,2021-10-17,936250.0,989629.0,5.7,1135180.0,157108.0,978072.0,11557.0,1.17,19923389.0,100.0,30.0,41.23454167,14.75,13.11,13.93,1750.1,1745.85,1747.975,1752.0,1744.5,1748.25,2021-10
233,2021-10-18,1028750.0,1290532.0,25.45,1456903.0,184587.0,1272316.0,18216.0,1.41,21213921.0,100.0,35.0,53.77216667,24.14,13.11,18.625,1752.0,1745.2,1748.6,1752.0,1748.25,1750.125,2021-10
234,2021-10-19,984075.0,1133558.0,15.19,1273643.0,154371.0,1119272.0,14286.0,1.26,22347479.0,100.0,20.0,47.23158333,16.38,13.4,14.89,1751.2,1748.5,1749.85,1752.0,1746.4,1749.2,2021-10
235,2021-10-20,980000.0,1015270.0,3.6,1134711.0,130645.0,1004066.0,11204.0,1.1,23362749.0,100.0,35.0,42.30291667,15.03,12.27,13.65,1750.7,1746.65,1748.675,1752.0,1744.2,1748.1,2021-10
236,2021-10-21,892375.0,927408.0,3.93,1065373.0,149955.0,915418.0,11990.0,1.29,24290157.0,100.0,35.0,38.642,13.4,12.27,12.835,1750.5,1745.2,1747.85,1752.0,1743.95,1747.975,2021-10
237,2021-10-22,901250.0,907274.0,0.67,1093111.0,197364.0,895747.0,11527.0,1.27,25197431.0,100.0,30.0,37.80308333,13.4,12.0,12.7,1749.2,1744.0,1746.6,1751.6,1742.85,1747.225,2021-10
238,2021-10-23,825000.0,830069.0,0.61,986662.0,166635.0,820027.0,10042.0,1.21,26027500.0,100.0,35.0,34.58620833,13.11,11.66,12.385,1749.2,1743.5,1746.35,1752.0,1744.4,1748.2,2021-10
239,2021-10-24,775500.0,807454.0,4.12,951081.0,152880.0,798201.0,9253.0,1.15,26834954.0,100.0,30.0,33.64391667,12.84,11.66,12.25,1749.4,1744.65,1747.025,1752.0,1745.4,1748.7,2021-10
